X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.4598759631394,46.31693093127,127904654,17548,Mental Health and Addiction Organization,Mental Health Services,Nipissing Mental Health Housing and Support Services,,,,342 Percy Street,,Practice Location,North Bay,P1B3N3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757799
-79.4326190486636,46.2632560239146,127904655,18247,Mental Health and Addiction Organization,Mental Health Services,Nipissing Mental Health Housing and Support Services,,,,776 Lakeshore Drive,Unit 774,Practice Location,North Bay,P1B2G8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757800
-79.4326314486448,46.2630351238782,127904656,21857,Mental Health and Addiction Organization,Mental Health Services,Nipissing Mental Health Housing and Support Services,,,,780 Lakeshore Drive,,Practice Location,North Bay,P1A2G8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757801
-75.7236521456191,45.4066556512619,127904657,2689,Mental Health and Addiction Organization,Mental Health Services,Causeway Work Centre,,,,22 O'Meara Street,,Administration and Practice Location,Ottawa,K1Y4N6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757802
-79.5200770375158,43.7652089983339,127904658,2690,Mental Health and Addiction Organization,Mental Health Services,Jane/Finch Community and Family Centre,,,,4400 Jane Street,Suite 108,Administrative Office,Toronto,M3N2K4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757803
-79.5161990364209,43.7668092987949,127904659,2693,Mental Health and Addiction Organization,Mental Health Services,Jane/Finch Community and Family Centre,,,,415 Driftwood Avenue,,Practice Location,Toronto,M3N2P7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757804
-79.315444189573,45.0439157277357,127904660,2694,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,,,,173 Manitoba Street,Suite 202,Administration and Practice Location,Bracebridge,P1L1S3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757805
-79.3914667852009,45.7705176452883,127904662,2700,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,,,,87 Main Street East,,Practice Location,Sundridge,P0A1Z0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757807
-79.3776272877913,45.8414534576556,127904663,2701,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,,,,91 Ottawa Avenue,,Practice Location,South River,P0A1X0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757808
-79.3655197078945,46.0796051973123,127904664,2702,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,,,,168 King Street,,Practice Location,Powassan,P0H1Z0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757809
-80.0341813512519,45.3447348431119,127904665,2703,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,,,,60 James Street,Suite 201,Practice Location,Parry Sound,P2A1T5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757810
-79.404678874201,45.6167198192128,127904666,17818,Mental Health and Addiction Organization,Addiction Services,Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,,,,150 Huston Street,Almaguin Health Centre,Practice Location,Burk's Falls,P0A1C0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757811
-79.8806956076841,43.2604176926948,127904667,2706,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Good Shepherd Non-Profit Homes Inc.,,,,15 Ray Street North,,Administrative Office,Hamilton,L8R2X5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757812
-79.3571600760131,43.6574552870251,127904668,2707,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Good Shepherd Non-Profit Homes Inc.,,,,550 Queen Street East,Suite 315,Practice Location,Toronto,M5A1V2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757813
-79.3308208776827,43.771816008302,127904669,2796,Mental Health and Addiction Organization,Mental Health Services,Good Shepherd Non-Profit Homes Inc.,,,,250 Consumers Road,Suite 805,Practice Location,Toronto,M2J4V6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757814
-79.8504123969609,43.2474781918157,127904673,4068,Mental Health and Addiction Organization,Mental Health Services,Good Shepherd Non-Profit Homes Inc.,,,,143 Wentworth Avenue South,,Practice Location,Hamilton,L8N2Z1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757818
-79.1720043260305,43.76164481387,127904676,15956,Mental Health and Addiction Organization,Mental Health Services,Good Shepherd Non-Profit Homes Inc.,,,,125 Manse Road,,Practice Location,Toronto,M1E3V2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757820
-79.4034770914863,43.6653854862705,127904677,2709,Mental Health and Addiction Organization,Mental Health Services,"Accommodation, Information and Support Inc.",,,,720 Spadina Avenue,Suite 304,Administrative Office,Toronto,M5S2T9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757821
-79.8088371911703,43.3321048087209,127904682,2717,Mental Health and Addiction Organization,Mental Health Services,Support & Housing - Halton (SHH),,,,760 Brant Street,Suite 420,Practice Location,Burlington,L7R4B7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757827
-79.8785521280765,43.5000419350554,127904683,2718,Mental Health and Addiction Organization,Mental Health Services,Support & Housing - Halton (SHH),,,,348 Bronte Street South,Suite 12,Practice Location,Milton,L9T0H7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757828
-79.6757762607292,43.4668171386898,127904684,2877,Mental Health and Addiction Organization,Mental Health Services,Support & Housing - Halton (SHH),,,,599 Chartwell Road,,Administration and Practice Location,Oakville,L6J4A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757829
-79.6259096600092,43.638556471207,127904685,18294,Mental Health and Addiction Organization,Mental Health Services,Support & Housing - Halton (SHH),,,,5170 Dixie Road,Suite 304,Practice Location,Mississauga,L4W1E3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757830
-79.4418197124464,43.7641285017951,127904687,2719,Mental Health and Addiction Organization,Mental Health Services,"Chai-Tikvah Foundation, The",,,,4600 Bathurst Street,Suite 313,Administrative Office,Toronto,M2R3V2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757832
-79.4389581070965,43.7140241931535,127904688,2722,Mental Health and Addiction Organization,Mental Health Services,"Chai-Tikvah Foundation, The",,,,14 Fraserwood Avenue,,Practice Location,Toronto,M6B2N4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757833
-78.9398067616484,43.8749959444188,127904689,2733,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,519 Brock Street South,,Administration and Practice Location,Whitby,L1N4K8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757834
-78.9109885532606,43.8846935474391,127904690,2734,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,1615 Dundas Street East,"Suite 202, Whitby Mall, West Tower",Practice Location,Whitby,L1N2L1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757835
-78.858612337835,43.9003372525788,127904692,3991,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,150 Bond Street East,,Practice Location,Oshawa,L1G0A2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757837
-79.0277111889117,43.864701138575,127904693,3992,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,200 Old Harwood Avenue,,Practice Location,Ajax,L1T4W4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757838
-78.8658201403987,43.9032082527511,127904992,14101,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,209 Simcoe Street North,,Practice Location,Oshawa,L1G4T1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757845
-78.9373982612359,43.8790928452465,127904993,17292,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,250 Hickory Street South,Cormack Station,Practice Location,Whitby,L1N9G8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757846
-78.9145471541638,43.8819825468013,127904994,17293,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,1525 Nichol Avenue,Hub Office,Practice Location,Whitby,L1N8R5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757847
-78.8658201403987,43.9032082527511,127904995,30434,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,209 Simcoe Street North,,Practice Location,Oshawa,L1G4T1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757848
-79.0966984078267,43.8286064290775,127904996,30435,Mental Health and Addiction Organization,Mental Health Services,Durham Mental Health Services,,,,1101 Kingston Road,Suite 200,Practice Location,Pickering,L1V1B5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757849
-79.3571600760131,43.6574552870251,127904997,2740,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Mainstay Housing,,,,550 Queen Street East,Suite 150,Administration and Practice Location,Toronto,M5A1V2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757850
-79.4475630065486,43.6767429862163,127904998,2741,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Reconnect Community Health Services,,,,1281 St. Clair Avenue West,,Administration and Practice Location,Toronto,M6E1B8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757851
-79.6362679591713,43.5918046625178,127904999,3430,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,50 Burnhamthorpe Road West,Suite 300,Practice Location,Mississauga,L5B3C2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757852
-79.7261351937238,43.6588927700803,127905000,3431,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,7700 Hurontario Street,Suite 601,Practice Location,Brampton,L6Y4M3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757853
-79.7252324973647,43.7029849778416,127905001,7240,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,60 West Drive,Suite 207,Practice Location,Brampton,L6T3T6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757854
-79.2806943612807,43.7674308098584,127905002,7241,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,1911 Kennedy Road,Suite 105,Practice Location,Toronto,M1P2L9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757855
-79.5721966500604,43.7193357878718,127905003,7242,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,8 Taber Road,,Practice Location,Toronto,M9W3A4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757856
-79.5368754298185,43.6178201717194,127905004,14313,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,42 Algie Avenue,,Practice Location,Toronto,M8Z5J8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757857
-79.3840465851957,43.6643368869876,127905005,16670,Mental Health and Addiction Organization,Mental Health Services,Reconnect Community Health Services,,,,543 Young Street,Suite 439,Practice Location,Toronto,M4Y1Y5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757858
-89.2238776596733,48.4322075651574,127905006,2746,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Alpha Court Non-Profit Housing Inc.,,,,221 Wilson Street,,Administration and Practice Location,Thunder Bay,P7B1M7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757859
-89.2562275714847,48.443462864436,127905007,15322,Mental Health and Addiction Organization,Mental Health Services,Alpha Court Non-Profit Housing Inc.,,,,270 Windsor Street,c/o Boys & Girls Club of Thunder Bay,Practice Location,Thunder Bay,P7B1V5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757860
-79.4091057924495,43.6559322843497,127905008,2748,Mental Health and Addiction Organization,Mental Health Services,"Barbra Schlifer Commemorative Clinic, The",,,,489 College Street,Suite 503,Administration and Practice Location,Toronto,M6G1A5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757861
-77.3843224848932,44.1638337647635,127905009,2751,Mental Health and Addiction Organization,Mental Health Services,Youth Habilitation (Quinte) Inc.,,,,210 Front Street,Unit A,Administration and Practice Location,Belleville,K8N2Z2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757862
-77.5767538419258,44.1006727452448,127905010,2753,Mental Health and Addiction Organization,Mental Health Services,Youth Habilitation (Quinte) Inc.,,,,81 Dundas Street West,,Practice Location,Quinte West,K8V3P4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757863
-89.2621478697639,48.4209569609388,127905015,7676,Mental Health and Addiction Organization,Mental Health Services,Lakehead University Centre for Education & Research on Aging and Health (CERAH),,,,955 Oliver Road,Balmoral Street Centre,Administration and Practice Location,Thunder Bay,P7B5E1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757868
-79.3571600760131,43.6574552870251,127905016,2752,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,550 Queen Street East,Suite 201,Administrative Office,Toronto,M5A1V2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757869
-79.4323460982984,43.6381800801537,127905017,2754,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,1330 King Street West,,Practice Location,Toronto,M6K1H1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757870
-79.4684549214105,43.7693426014661,127905018,2762,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,1000 Finch Avenue West,,Practice Location,Toronto,M3J2V5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757871
-79.2176737384905,43.7373090074934,127905019,2763,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,3471 Kingston Road,Suite 4,Practice Location,Toronto,M1H3C3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757872
-79.3736391819477,43.6651569876141,127905020,2764,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,425 Sherbourne Street,,Practice Location,Toronto,M4X1K5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757873
-79.4472576099773,43.7166568932287,127905021,4022,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,700 Lawrence Avenue West,Suite 325,Practice Location,Toronto,M6A3B4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757874
-79.2972138610012,43.7043451980324,127905022,11913,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,510 Dawes Road,,Practice Location,Toronto,M4B2G4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757875
-79.2873071566785,43.6911520961751,127905023,12612,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,3079 Danforth Avenue,,Practice Location,Toronto,M1L1A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757876
-79.3753738812375,43.6507853850098,127905024,16288,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,59 Adelaide Street East,2nd Floor,Practice Location,Toronto,M5C1K6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757877
-79.4262255962282,43.6368309802008,127905025,18245,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,219 Dufferin Street,Suite 1B,Practice Location,Toronto,M6K3J1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757878
-79.3578343767247,43.663104287986,127905026,30201,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,220 Oak Street,,Practice Location,Toronto,M5A2E1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757879
-80.2436433478331,43.5442786255649,127905029,16967,Mental Health and Addiction Organization,Mental Health Services,Family Counselling and Support Services for Guelph-Wellington,,,,109 Surrey Street East,,Administrative Office,Guelph,N1H3P7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757882
-83.0098503988294,42.3001566713037,127905030,2767,Mental Health and Addiction Organization,Mental Health Services,Sexual Assault Crisis Centre of Essex County Inc.,,,,1770 Langlois Avenue,,Administration and Practice Location,Windsor,N8X4M5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757883
-80.3243528115446,42.8432146978393,127905031,2770,Mental Health and Addiction Organization,Mental Health Services,Haldimand Norfolk Work Group of Simcoe (HNWGS),,,,447 Queensway West,,Administration and Practice Location,Simcoe,N3Y2N4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757884
-75.7881344635781,45.3665532416901,127905037,2773,Mental Health and Addiction Organization,Mental Health Services,Pinecrest-Queensway Community Health Centre,,,,1365 Richmond Road,2nd Floor,Administration and Practice Location,Ottawa,K2B6R7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757890
-79.9009495486202,43.6508891604572,127905038,2776,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Halton Region Branch,,,,211 Guelph Street,Suite 5,Practice Location,Halton Hills,L7G4A8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757891
-79.6580169561287,43.4787145416129,127905039,2781,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Halton Region Branch,,,,1540 Cornwall Road,Suite 102,Administration and Practice Location,Oakville,L6J7M9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757892
-79.8753586286698,43.5181797383927,127905040,2965,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Halton Region Branch,,,,55 Ontario Street South,"Suite D21, The Milton Mall",Administrative Office,Milton,L9T2M3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757893
-79.3703759796789,43.6511905853125,127905041,2778,Mental Health and Addiction Organization,Mental Health Services,George Brown College,,,,200 King Street East,"Suite 534E, St. James Campus",Administration and Practice Location,Toronto,M5A3W8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757894
-79.4514901058278,43.6543684821073,127905334,2780,Mental Health and Addiction Organization,Mental Health Services,Habitat Services (Mental Health Program Services of Metropolitan Toronto),,,,2238 Dundas Street West,Suite 301,Administration and Practice Location,Toronto,M6R3A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757895
-89.269330172588,48.4247408609547,127905335,2784,Mental Health and Addiction Organization,Mental Health Services,Thunder Bay Regional Health Sciences Centre,,,,980 Oliver Road,,Administration and Practice Location,Thunder Bay,P7B6V4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757896
-89.2058345567654,48.4492367687522,127905336,2785,Mental Health and Addiction Organization,Mental Health Services,Thunder Bay Regional Health Sciences Centre,,,,290 Munro Street,Suite 1000,Practice Location,Thunder Bay,P7A7T1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757897
-89.2469354595986,48.3864005572638,127905337,4040,Mental Health and Addiction Organization,Mental Health Services,Thunder Bay Regional Health Sciences Centre,,,,125 Brodie Street North,,Practice Location,Thunder Bay,P7C3S6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757898
-89.2739156738283,48.4235940604766,127905338,4100,Mental Health and Addiction Organization,Mental Health Services,Thunder Bay Regional Health Sciences Centre,,,,1260 Golf Links Road,Suite 201,Practice Location,Thunder Bay,P7B0A1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757899
-80.251865149959,43.5389454242401,127905339,2790,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,80 Waterloo Avenue,,Administration and Practice Location,Guelph,N1H0A1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757900
-80.3770651049218,43.7076876477196,127905340,2792,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,234 St. Patrick Street East,,Practice Location,Fergus,N1M1M6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757901
-80.7408862460864,43.986413878355,127905341,2793,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,392 Main Street North,Suite 1,Practice Location,Mount Forest,N0G2L2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757902
-80.2503405502572,43.547635425834,127905342,15920,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,147 Wyndham Street North,,Practice Location,Guelph,N1H4E9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757903
-80.4881768166605,43.4490878972296,127905343,15921,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,67 King Street East,,Practice Location,Kitchener,N2G2K4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757904
-80.3111694526532,43.3592766898914,127905344,15922,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,9 Wellington Street,Suite 3,Practice Location,Cambridge,N1R3Y4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757905
-80.5267090322535,43.4868996020061,127905345,23124,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington,,,,1 Blue Springs Drive,Suite 100,Practice Location,Waterloo,N2J4M1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757906
-80.2676752195446,43.1402635532961,127905346,2797,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Brant-Haldimand-Norfolk Branch,,,,44 King Street,"Suite 203, Chelsea Place",Administration and Practice Location,Brantford,N3T3C7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757907
-80.263311418104,43.1395454533743,127905348,2800,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Brant-Haldimand-Norfolk Branch,,,,116 Dalhousie Street,,Practice Location,Brantford,N3T2J3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757909
-80.3202226103202,42.8440873981882,127905350,18576,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Brant-Haldimand-Norfolk Branch,,,,395 Queensway West,,Practice Location,Simcoe,N3Y2N4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757911
-80.3021807037031,42.83320949709,127905351,18577,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Brant-Haldimand-Norfolk Branch,,,,189 Norfolk Street South,,Practice Location,Simcoe,N3Y2W5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757912
-78.8665291401876,43.8982051518429,127905352,2803,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Durham,,,,60 Bond Street West,,Administration and Practice Location,Oshawa,L1G1A5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757913
-78.3191041998234,44.3063779479784,127905353,2804,Mental Health and Addiction Organization,Mental Health Services,"Canadian Mental Health Association (CMHA) Haliburton, Kawartha, Pine Ridge",,,,415 Water Street,,Administrative Office,Peterborough,K9H3L9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757914
-78.3199877002441,44.3079126482047,127905354,2805,Mental Health and Addiction Organization,Mental Health Services,"Canadian Mental Health Association (CMHA) Haliburton, Kawartha, Pine Ridge",,,,466 George Street North,,Practice Location,Peterborough,K9H3R7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757915
-78.7342252380017,44.3535324371428,127905355,13943,Mental Health and Addiction Organization,Mental Health Services,"Canadian Mental Health Association (CMHA) Haliburton, Kawartha, Pine Ridge",,,,33 Lindsay Street South,,Practice Location,Kawartha Lakes,K9V2L9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757916
-78.7498729432528,44.3558278368172,127905356,15988,Mental Health and Addiction Organization,Mental Health Services,"Canadian Mental Health Association (CMHA) Haliburton, Kawartha, Pine Ridge",,,,51 Adelaide Street North,,Practice Location,Kawartha Lakes,K9V4L1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757917
-78.7336495378273,44.353657537191,127905357,30359,Mental Health and Addiction Organization,Mental Health Services,"Canadian Mental Health Association (CMHA) Haliburton, Kawartha, Pine Ridge",,,,64 Lindsay Street South,,Practice Location,Kawartha Lakes,K9V2M2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757918
-81.0018929724983,43.380529960482,127905358,2841,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Huron-Perth Branch,,,,540 Huron Street,,Administration and Practice Location,Stratford,N5A5T8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,757919
